total_spend,num_ads,avg_spend_per_ad,ad_count,spender_size,Advertiser,CLASS,Code,2020 assignment / context,Advertiser_Name
1100.0,3,367.0,3,Small (<$10k),LAURA B BUSH,Unmarked,OTHER_UNKNOWN,,LAURA B BUSH
1100.0,6,183.0,6,Small (<$10k),MARTIN FOR GEORGIA,Unmarked,OTHER_UNKNOWN,,MARTIN FOR GEORGIA
1100.0,2,550.0,2,Small (<$10k),WEINZAPFEL FOR INDIANA,Unmarked,OTHER_UNKNOWN,,WEINZAPFEL FOR INDIANA
1100.0,6,183.0,6,Small (<$10k),FRIENDS OF JOE SCHIAVONI,Unmarked,OTHER_UNKNOWN,,FRIENDS OF JOE SCHIAVONI
1100.0,5,220.0,5,Small (<$10k),VISION CHARITABLE TRUST,Unmarked,OTHER_UNKNOWN,,VISION CHARITABLE TRUST
1000.0,2,500.0,2,Small (<$10k),JIM PRUDEN FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,JIM PRUDEN FOR CONGRESS
1000.0,8,125.0,8,Small (<$10k),"RTBIQ, INC",Unmarked,OTHER_UNKNOWN,,"RTBIQ, INC"
1000.0,9,111.0,9,Small (<$10k),CHRISTOPHER SPENCER,Unmarked,OTHER_UNKNOWN,,CHRISTOPHER SPENCER
1000.0,3,333.0,3,Small (<$10k),FRIENDS OF ISAAC,Unmarked,OTHER_UNKNOWN,,FRIENDS OF ISAAC
1000.0,10,100.0,10,Small (<$10k),JOANN 2020,Unmarked,OTHER_UNKNOWN,,JOANN 2020
1000.0,1,1000.0,1,Small (<$10k),Judge O'Connell for Justice,Unmarked,OTHER_UNKNOWN,,Judge O'Connell for Justice
1000.0,6,167.0,6,Small (<$10k),KENT ABERNATHY FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,KENT ABERNATHY FOR CONGRESS
1000.0,6,167.0,6,Small (<$10k),RICKS FOR COLORADO,Unmarked,OTHER_UNKNOWN,,RICKS FOR COLORADO
1000.0,9,111.0,9,Small (<$10k),SHANNON 4 CONGRESS COMMITTEE,Unmarked,OTHER_UNKNOWN,,SHANNON 4 CONGRESS COMMITTEE
1000.0,9,111.0,9,Small (<$10k),FRIENDS OF LEAH MCGRATH,Unmarked,OTHER_UNKNOWN,,FRIENDS OF LEAH MCGRATH
1000.0,10,100.0,10,Small (<$10k),KYLE SMITH VOTE FOR,Unmarked,OTHER_UNKNOWN,,KYLE SMITH VOTE FOR
1000.0,2,500.0,2,Small (<$10k),JUSTIN AMASH FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,JUSTIN AMASH FOR CONGRESS
1000.0,4,250.0,4,Small (<$10k),USA MOVEMENTS LLC,Unmarked,OTHER_UNKNOWN,,USA MOVEMENTS LLC
1000.0,3,333.0,3,Small (<$10k),COLORADO REPUBLICAN COMMITTEE,Unmarked,OTHER_UNKNOWN,,COLORADO REPUBLICAN COMMITTEE
1000.0,1,1000.0,1,Small (<$10k),DAVID DAHLKE,Unmarked,OTHER_UNKNOWN,,DAVID DAHLKE
1000.0,1,1000.0,1,Small (<$10k),COMMITTEE TO ELECT ALEX HAMMOND,Unmarked,OTHER_UNKNOWN,,COMMITTEE TO ELECT ALEX HAMMOND
1000.0,5,200.0,5,Small (<$10k),BRANDON CHAFEE,Unmarked,OTHER_UNKNOWN,,BRANDON CHAFEE
1000.0,9,111.0,9,Small (<$10k),ANNE MARIE WARD FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,ANNE MARIE WARD FOR CONGRESS
1000.0,5,200.0,5,Small (<$10k),ANNETTE COLLAZO,Unmarked,OTHER_UNKNOWN,,ANNETTE COLLAZO
1000.0,6,167.0,6,Small (<$10k),VOTETIPTON,Unmarked,OTHER_UNKNOWN,,VOTETIPTON
1000.0,10,100.0,10,Small (<$10k),TONY FOR WISCONSIN,Unmarked,OTHER_UNKNOWN,,TONY FOR WISCONSIN
1000.0,2,500.0,2,Small (<$10k),TRAVIS ANGRY FOR STATE SENATOR - DISTRICT NO. 4,Unmarked,OTHER_UNKNOWN,,TRAVIS ANGRY FOR STATE SENATOR - DISTRICT NO. 4
1000.0,2,500.0,2,Small (<$10k),"JACOBSEN, CHRISTI K",Unmarked,OTHER_UNKNOWN,,"JACOBSEN, CHRISTI K"
1000.0,1,1000.0,1,Small (<$10k),MENDEZ FOR SENATE,Unmarked,OTHER_UNKNOWN,,MENDEZ FOR SENATE
1000.0,10,100.0,10,Small (<$10k),COMMITTEE TO ELECT JOHN GLEASON,Unmarked,OTHER_UNKNOWN,,COMMITTEE TO ELECT JOHN GLEASON
1000.0,2,500.0,2,Small (<$10k),VOICE PRO LLC,Unmarked,OTHER_UNKNOWN,,VOICE PRO LLC
1000.0,4,250.0,4,Small (<$10k),ERIN KOEGEL FOR MINNESOTA,Unmarked,OTHER_UNKNOWN,,ERIN KOEGEL FOR MINNESOTA
1000.0,3,333.0,3,Small (<$10k),OSMAN VOLUNTEER COMMITTEE,Unmarked,OTHER_UNKNOWN,,OSMAN VOLUNTEER COMMITTEE
1000.0,1,1000.0,1,Small (<$10k),BILL COWLES ORANGE COUNTY SUPERVISOR OF ELECTIONS,Unmarked,OTHER_UNKNOWN,,BILL COWLES ORANGE COUNTY SUPERVISOR OF ELECTIONS
1000.0,8,125.0,8,Small (<$10k),BIG NUDGE PAC,Unmarked,OTHER_UNKNOWN,,BIG NUDGE PAC
1000.0,2,500.0,2,Small (<$10k),MCKINLEY FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,MCKINLEY FOR CONGRESS
1000.0,1,1000.0,1,Small (<$10k),BETTER WORLD GROUP ADVISORS,Unmarked,OTHER_UNKNOWN,,BETTER WORLD GROUP ADVISORS
1000.0,2,500.0,2,Small (<$10k),CONSERVATIVE INSTITUTE LLC,Unmarked,OTHER_UNKNOWN,,CONSERVATIVE INSTITUTE LLC
1000.0,7,143.0,7,Small (<$10k),COMPETITIVE ENTERPRISE INSTITUTE,Unmarked,OTHER_UNKNOWN,,COMPETITIVE ENTERPRISE INSTITUTE
1000.0,9,111.0,9,Small (<$10k),BETH FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,BETH FOR CONGRESS
1000.0,9,111.0,9,Small (<$10k),The Blue Deal LLC,Unmarked,OTHER_UNKNOWN,,The Blue Deal LLC
1000.0,5,200.0,5,Small (<$10k),COMMITTEE TO ELECT MARY BRADFIELD,Unmarked,OTHER_UNKNOWN,,COMMITTEE TO ELECT MARY BRADFIELD
1000.0,8,125.0,8,Small (<$10k),BETH BIGHAM,Unmarked,OTHER_UNKNOWN,,BETH BIGHAM
1000.0,9,111.0,9,Small (<$10k),IRON LIBERTY CONSULTING GROUP,Unmarked,OTHER_UNKNOWN,,IRON LIBERTY CONSULTING GROUP
1000.0,10,100.0,10,Small (<$10k),ELAD GROSS FOR MISSOURI,Unmarked,OTHER_UNKNOWN,,ELAD GROSS FOR MISSOURI
1000.0,1,1000.0,1,Small (<$10k),NORTHWEST STRATEGIES. INC.,Unmarked,OTHER_UNKNOWN,,NORTHWEST STRATEGIES. INC.
1000.0,2,500.0,2,Small (<$10k),FUEGER 2020 FOR STATE ASSEMBLY,Unmarked,OTHER_UNKNOWN,,FUEGER 2020 FOR STATE ASSEMBLY
1000.0,3,333.0,3,Small (<$10k),RAUL CAMPILLO FOR CITY COUNCIL DISTRICT 7,Unmarked,OTHER_UNKNOWN,,RAUL CAMPILLO FOR CITY COUNCIL DISTRICT 7
1000.0,1,1000.0,1,Small (<$10k),COALITION TO RESTORE AMERICAN VALUES,Unmarked,OTHER_UNKNOWN,,COALITION TO RESTORE AMERICAN VALUES
1000.0,6,167.0,6,Small (<$10k),Digital Hyve Marketing LLC,Unmarked,OTHER_UNKNOWN,,Digital Hyve Marketing LLC
1000.0,1,1000.0,1,Small (<$10k),Democratic Party of Illinois,Unmarked,OTHER_UNKNOWN,,Democratic Party of Illinois
1000.0,10,100.0,10,Small (<$10k),"BUILD GROW SCALE, LLC",Unmarked,OTHER_UNKNOWN,,"BUILD GROW SCALE, LLC"
1000.0,7,143.0,7,Small (<$10k),FRIENDS OF SANDRA NELSON,Unmarked,OTHER_UNKNOWN,,FRIENDS OF SANDRA NELSON
1000.0,10,100.0,10,Small (<$10k),MISSOURIANS FOR BOWEN,Unmarked,OTHER_UNKNOWN,,MISSOURIANS FOR BOWEN
1000.0,3,333.0,3,Small (<$10k),"MISSION MEDIA, LLC",Unmarked,OTHER_UNKNOWN,,"MISSION MEDIA, LLC"
1000.0,6,167.0,6,Small (<$10k),"BURNING STICK CREATIVE, LLC",Unmarked,OTHER_UNKNOWN,,"BURNING STICK CREATIVE, LLC"
1000.0,6,167.0,6,Small (<$10k),RECALL DUNLEAVY,Unmarked,OTHER_UNKNOWN,,RECALL DUNLEAVY
1000.0,8,125.0,8,Small (<$10k),MONEY GAME VENTURES LLC,Unmarked,OTHER_UNKNOWN,,MONEY GAME VENTURES LLC
1000.0,4,250.0,4,Small (<$10k),GREG ROBINSON FOR TULSA MAYOR,Unmarked,OTHER_UNKNOWN,,GREG ROBINSON FOR TULSA MAYOR
1000.0,7,143.0,7,Small (<$10k),JEANNE FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,JEANNE FOR CONGRESS
1000.0,2,500.0,2,Small (<$10k),MONT HANDLEY FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,MONT HANDLEY FOR CONGRESS
900.0,5,180.0,5,Small (<$10k),CATHERINE RIPLEY FOR GOVERNING BOARD,Unmarked,OTHER_UNKNOWN,,CATHERINE RIPLEY FOR GOVERNING BOARD
900.0,9,100.0,9,Small (<$10k),UNITED UTAH PARTY CANDIDATE COMMITTEE,Unmarked,OTHER_UNKNOWN,,UNITED UTAH PARTY CANDIDATE COMMITTEE
900.0,1,900.0,1,Small (<$10k),"STUDIO MUNDI, INC.",Unmarked,OTHER_UNKNOWN,,"STUDIO MUNDI, INC."
900.0,7,129.0,7,Small (<$10k),INTISAR STRATEGIES,Unmarked,OTHER_UNKNOWN,,INTISAR STRATEGIES
900.0,4,225.0,4,Small (<$10k),"OUR WATER OUR RIGHTS, LLC",Unmarked,OTHER_UNKNOWN,,"OUR WATER OUR RIGHTS, LLC"
900.0,9,100.0,9,Small (<$10k),COMMITTEE TO ELECT TC CLEMENTS,Unmarked,OTHER_UNKNOWN,,COMMITTEE TO ELECT TC CLEMENTS
900.0,3,300.0,3,Small (<$10k),FRIENDS OF PATTY SMITH,Unmarked,OTHER_UNKNOWN,,FRIENDS OF PATTY SMITH
900.0,5,180.0,5,Small (<$10k),DLCC VICTORY FUND,Unmarked,OTHER_UNKNOWN,,DLCC VICTORY FUND
900.0,2,450.0,2,Small (<$10k),FULTON COUNTY DEMOCRATIC PARTY COMMITTEE,Unmarked,OTHER_UNKNOWN,,FULTON COUNTY DEMOCRATIC PARTY COMMITTEE
900.0,4,225.0,4,Small (<$10k),PATRICIA LOCK DAWSON FOR MAYOR 2020,Unmarked,OTHER_UNKNOWN,,PATRICIA LOCK DAWSON FOR MAYOR 2020
900.0,3,300.0,3,Small (<$10k),FUND HER PAC,Unmarked,OTHER_UNKNOWN,,FUND HER PAC
900.0,3,300.0,3,Small (<$10k),FRIENDS OF JOE RUBAY FOR ASSEMBLY 2020,Unmarked,OTHER_UNKNOWN,,FRIENDS OF JOE RUBAY FOR ASSEMBLY 2020
900.0,1,900.0,1,Small (<$10k),KAHELE FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,KAHELE FOR CONGRESS
900.0,5,180.0,5,Small (<$10k),SAN DIEGO COUNTY DEMOCRATIC PARTY,Unmarked,OTHER_UNKNOWN,,SAN DIEGO COUNTY DEMOCRATIC PARTY
900.0,9,100.0,9,Small (<$10k),CHRISTIAN BLAKE CARPENTER,Unmarked,OTHER_UNKNOWN,,CHRISTIAN BLAKE CARPENTER
900.0,4,225.0,4,Small (<$10k),CHARLES FALL FOR NY,Unmarked,OTHER_UNKNOWN,,CHARLES FALL FOR NY
900.0,1,900.0,1,Small (<$10k),"STUCKY, LYNN D.",Unmarked,OTHER_UNKNOWN,,"STUCKY, LYNN D."
900.0,1,900.0,1,Small (<$10k),JULIE MARCUS CAMPAIGN,Unmarked,OTHER_UNKNOWN,,JULIE MARCUS CAMPAIGN
900.0,2,450.0,2,Small (<$10k),MILLIGAN FOR KANSAS,Unmarked,OTHER_UNKNOWN,,MILLIGAN FOR KANSAS
900.0,5,180.0,5,Small (<$10k),WU COMMITTEE,Unmarked,OTHER_UNKNOWN,,WU COMMITTEE
900.0,8,112.0,8,Small (<$10k),NEWSOM FOR CALIFORNIA GOVERNOR 2022,Unmarked,OTHER_UNKNOWN,,NEWSOM FOR CALIFORNIA GOVERNOR 2022
900.0,4,225.0,4,Small (<$10k),KAREN KEITH CAMPAIGN FUND,Unmarked,OTHER_UNKNOWN,,KAREN KEITH CAMPAIGN FUND
900.0,2,450.0,2,Small (<$10k),STEFAN FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,STEFAN FOR CONGRESS
900.0,6,150.0,6,Small (<$10k),WENDT FOR WYOMING,Unmarked,OTHER_UNKNOWN,,WENDT FOR WYOMING
900.0,9,100.0,9,Small (<$10k),HILLARY O'CONNOR MUERI FOR OHIO,Unmarked,OTHER_UNKNOWN,,HILLARY O'CONNOR MUERI FOR OHIO
900.0,2,450.0,2,Small (<$10k),DALY FOR ASSEMBLY DISTRICT 31,Unmarked,OTHER_UNKNOWN,,DALY FOR ASSEMBLY DISTRICT 31
900.0,9,100.0,9,Small (<$10k),ANTHONY LOUBET COMMITTEE TO ELECT,Unmarked,OTHER_UNKNOWN,,ANTHONY LOUBET COMMITTEE TO ELECT
900.0,2,450.0,2,Small (<$10k),CAMDEN CITY DEMOCRATIC COMMITTEE,Unmarked,OTHER_UNKNOWN,,CAMDEN CITY DEMOCRATIC COMMITTEE
900.0,3,300.0,3,Small (<$10k),NUCCIO 2020,Unmarked,OTHER_UNKNOWN,,NUCCIO 2020
900.0,9,100.0,9,Small (<$10k),MICHAEL JONATHAN PETERSEN,Unmarked,OTHER_UNKNOWN,,MICHAEL JONATHAN PETERSEN
900.0,3,300.0,3,Small (<$10k),ALLEN COUNTY REPUBLICAN CENTRAL COMMITTEE,Unmarked,OTHER_UNKNOWN,,ALLEN COUNTY REPUBLICAN CENTRAL COMMITTEE
900.0,2,450.0,2,Small (<$10k),CHESTER WATER AUTHORITY,Unmarked,OTHER_UNKNOWN,,CHESTER WATER AUTHORITY
900.0,3,300.0,3,Small (<$10k),ODONNELLFORMISSOURI.COM,Unmarked,OTHER_UNKNOWN,,ODONNELLFORMISSOURI.COM
900.0,2,450.0,2,Small (<$10k),HAROLD V. DUTTON,Unmarked,OTHER_UNKNOWN,,HAROLD V. DUTTON
900.0,2,450.0,2,Small (<$10k),VOLUNTEERS FOR AGRICULTURE,Unmarked,OTHER_UNKNOWN,,VOLUNTEERS FOR AGRICULTURE
900.0,2,450.0,2,Small (<$10k),CRISTINA FOR TEXAS,Unmarked,OTHER_UNKNOWN,,CRISTINA FOR TEXAS
900.0,1,900.0,1,Small (<$10k),SCARLETT WILSON FOR SOLICITOR,Unmarked,OTHER_UNKNOWN,,SCARLETT WILSON FOR SOLICITOR
900.0,3,300.0,3,Small (<$10k),STAATS FOR STATE REP,Unmarked,OTHER_UNKNOWN,,STAATS FOR STATE REP
900.0,3,300.0,3,Small (<$10k),Friends of Mark Pinsley,Unmarked,OTHER_UNKNOWN,,Friends of Mark Pinsley
900.0,1,900.0,1,Small (<$10k),"YES ON H, SAVE OUR SMALL BUSINESSES",Unmarked,OTHER_UNKNOWN,,"YES ON H, SAVE OUR SMALL BUSINESSES"
900.0,5,180.0,5,Small (<$10k),LETICIA PEREZ FOR SUPERVISOR,Unmarked,OTHER_UNKNOWN,,LETICIA PEREZ FOR SUPERVISOR
900.0,3,300.0,3,Small (<$10k),"CIRESI, JOE FRIENDS OF",Unmarked,OTHER_UNKNOWN,,"CIRESI, JOE FRIENDS OF"
900.0,9,100.0,9,Small (<$10k),BRANDY K. CHAMBERS,Unmarked,OTHER_UNKNOWN,,BRANDY K. CHAMBERS
900.0,4,225.0,4,Small (<$10k),TROY DOWNING FOR MONTANA,Unmarked,OTHER_UNKNOWN,,TROY DOWNING FOR MONTANA
900.0,6,150.0,6,Small (<$10k),BLUESTEM INITATIVE,Unmarked,OTHER_UNKNOWN,,BLUESTEM INITATIVE
900.0,3,300.0,3,Small (<$10k),FRIENDS OF MCCORMICK,Unmarked,OTHER_UNKNOWN,,FRIENDS OF MCCORMICK
900.0,4,225.0,4,Small (<$10k),CALIFORNIA REPUBLICAN PARTY,Unmarked,OTHER_UNKNOWN,,CALIFORNIA REPUBLICAN PARTY
900.0,6,150.0,6,Small (<$10k),JUSTIN SHA FOR MAYOR 2020,Unmarked,OTHER_UNKNOWN,,JUSTIN SHA FOR MAYOR 2020
900.0,1,900.0,1,Small (<$10k),Rutigliano for Trumbull,Unmarked,OTHER_UNKNOWN,,Rutigliano for Trumbull
900.0,1,900.0,1,Small (<$10k),COMMITTEE TO ELECT BOB KARP,Unmarked,OTHER_UNKNOWN,,COMMITTEE TO ELECT BOB KARP
900.0,4,225.0,4,Small (<$10k),COMMITEE TO ELECT JOHN COLLICK,Unmarked,OTHER_UNKNOWN,,COMMITEE TO ELECT JOHN COLLICK
900.0,3,300.0,3,Small (<$10k),COMMITTEE TO ELECT KATHERINE R GAULKE,Unmarked,OTHER_UNKNOWN,,COMMITTEE TO ELECT KATHERINE R GAULKE
900.0,1,900.0,1,Small (<$10k),RISE INC,Unmarked,OTHER_UNKNOWN,,RISE INC
900.0,9,100.0,9,Small (<$10k),CITIZENS FOR PAUL DAIGLE,Unmarked,OTHER_UNKNOWN,,CITIZENS FOR PAUL DAIGLE
900.0,9,100.0,9,Small (<$10k),RICHIE CASTALDO FOR CONGRESS 2020,Unmarked,OTHER_UNKNOWN,,RICHIE CASTALDO FOR CONGRESS 2020
900.0,1,900.0,1,Small (<$10k),"RAY, JUSTIN F.",Unmarked,OTHER_UNKNOWN,,"RAY, JUSTIN F."
900.0,9,100.0,9,Small (<$10k),CITIZENS FOR TIM UY,Unmarked,OTHER_UNKNOWN,,CITIZENS FOR TIM UY
900.0,3,300.0,3,Small (<$10k),FRIENDS OF ROSA DELAURO,Unmarked,OTHER_UNKNOWN,,FRIENDS OF ROSA DELAURO
900.0,3,300.0,3,Small (<$10k),LAWRENCE J LOBERT,Unmarked,OTHER_UNKNOWN,,LAWRENCE J LOBERT
900.0,1,900.0,1,Small (<$10k),FRIENDS OF CONNIE PILLICH,Unmarked,OTHER_UNKNOWN,,FRIENDS OF CONNIE PILLICH
900.0,2,450.0,2,Small (<$10k),COMMITTEE TO ELECT CHRIS VICTORY,Unmarked,OTHER_UNKNOWN,,COMMITTEE TO ELECT CHRIS VICTORY
900.0,3,300.0,3,Small (<$10k),KLOBUCHAR FOR MINNESOTA,Unmarked,OTHER_UNKNOWN,,KLOBUCHAR FOR MINNESOTA
800.0,2,400.0,2,Small (<$10k),SPALDING GROUP INC,Unmarked,OTHER_UNKNOWN,,SPALDING GROUP INC
800.0,3,267.0,3,Small (<$10k),THE DISME COIN COMPANY,Unmarked,OTHER_UNKNOWN,,THE DISME COIN COMPANY
800.0,7,114.0,7,Small (<$10k),RICHARD JAUSSI,Unmarked,OTHER_UNKNOWN,,RICHARD JAUSSI
800.0,1,800.0,1,Small (<$10k),KIMBERLY MOSCHETTI FOR STATE REPRESENTATIVE - DISTRICT 14,Unmarked,OTHER_UNKNOWN,,KIMBERLY MOSCHETTI FOR STATE REPRESENTATIVE - DISTRICT 14
800.0,8,100.0,8,Small (<$10k),CITIZENS FOR ANTONIO (TONY) MUNOZ,Unmarked,OTHER_UNKNOWN,,CITIZENS FOR ANTONIO (TONY) MUNOZ
800.0,6,133.0,6,Small (<$10k),THE FOUNDATION FOR GOVERNMENT ACCOUNTABILITY,Unmarked,OTHER_UNKNOWN,,THE FOUNDATION FOR GOVERNMENT ACCOUNTABILITY
800.0,2,400.0,2,Small (<$10k),EDUCATION REFORM NOW ADVOCACY INC,Unmarked,OTHER_UNKNOWN,,EDUCATION REFORM NOW ADVOCACY INC
800.0,7,114.0,7,Small (<$10k),BRIAN POPIEL FOR HD 64,Unmarked,OTHER_UNKNOWN,,BRIAN POPIEL FOR HD 64
800.0,5,160.0,5,Small (<$10k),JOSH FOR STATE REPRESENTATIVE,Unmarked,OTHER_UNKNOWN,,JOSH FOR STATE REPRESENTATIVE
800.0,4,200.0,4,Small (<$10k),CHARLES DE COUNE,Unmarked,OTHER_UNKNOWN,,CHARLES DE COUNE
800.0,2,400.0,2,Small (<$10k),BARTON4AZ,Unmarked,OTHER_UNKNOWN,,BARTON4AZ
800.0,1,800.0,1,Small (<$10k),FRIENDS OF JEREMIAH FREI-PEARSON (JFP2020),Unmarked,OTHER_UNKNOWN,,FRIENDS OF JEREMIAH FREI-PEARSON (JFP2020)
800.0,8,100.0,8,Small (<$10k),GREENBERG FOR NY,Unmarked,OTHER_UNKNOWN,,GREENBERG FOR NY
800.0,8,100.0,8,Small (<$10k),NEW YORK STATE REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE,Unmarked,OTHER_UNKNOWN,,NEW YORK STATE REPUBLICAN ASSEMBLY CAMPAIGN COMMITTEE
800.0,3,267.0,3,Small (<$10k),NEWS AND NEWS HOLDINGS LLC,Unmarked,OTHER_UNKNOWN,,NEWS AND NEWS HOLDINGS LLC
800.0,2,400.0,2,Small (<$10k),CHARLES THOMAS CAMPAIGN,Unmarked,OTHER_UNKNOWN,,CHARLES THOMAS CAMPAIGN
800.0,1,800.0,1,Small (<$10k),BRIAN FARNEN,Unmarked,OTHER_UNKNOWN,,BRIAN FARNEN
800.0,8,100.0,8,Small (<$10k),NANCY AMOS FOR IOWA SENATE,Unmarked,OTHER_UNKNOWN,,NANCY AMOS FOR IOWA SENATE
800.0,2,400.0,2,Small (<$10k),FRIENDS FOR LANDON,Unmarked,OTHER_UNKNOWN,,FRIENDS FOR LANDON
800.0,3,267.0,3,Small (<$10k),CHRYSTA CASTANEDA FOR TEXAS,Unmarked,OTHER_UNKNOWN,,CHRYSTA CASTANEDA FOR TEXAS
800.0,8,100.0,8,Small (<$10k),HANEEFAH KHAALIQ FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,HANEEFAH KHAALIQ FOR CONGRESS
800.0,1,800.0,1,Small (<$10k),FRIENDS OF NICOLE MILLER,Unmarked,OTHER_UNKNOWN,,FRIENDS OF NICOLE MILLER
800.0,6,133.0,6,Small (<$10k),DLCC TEXAS,Unmarked,OTHER_UNKNOWN,,DLCC TEXAS
800.0,4,200.0,4,Small (<$10k),"CATALIST, LLC",Unmarked,OTHER_UNKNOWN,,"CATALIST, LLC"
800.0,1,800.0,1,Small (<$10k),CLOUD FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,CLOUD FOR CONGRESS
800.0,3,267.0,3,Small (<$10k),TERRIE E. WOOD,Unmarked,OTHER_UNKNOWN,,TERRIE E. WOOD
800.0,3,267.0,3,Small (<$10k),COMMITTEE TO ELECT STAN VANDERWERF COUNTY COMMISSIONER,Unmarked,OTHER_UNKNOWN,,COMMITTEE TO ELECT STAN VANDERWERF COUNTY COMMISSIONER
800.0,4,200.0,4,Small (<$10k),FRIENDS OF ROBIN ROBINSON,Unmarked,OTHER_UNKNOWN,,FRIENDS OF ROBIN ROBINSON
800.0,1,800.0,1,Small (<$10k),DONALD RALEIGH,Unmarked,OTHER_UNKNOWN,,DONALD RALEIGH
800.0,4,200.0,4,Small (<$10k),ADAM SMIDDY,Unmarked,OTHER_UNKNOWN,,ADAM SMIDDY
800.0,3,267.0,3,Small (<$10k),MURRAY FOR CU REGENT,Unmarked,OTHER_UNKNOWN,,MURRAY FOR CU REGENT
800.0,8,100.0,8,Small (<$10k),James Bissell,Unmarked,OTHER_UNKNOWN,,James Bissell
800.0,1,800.0,1,Small (<$10k),MUNDELL 2020,Unmarked,OTHER_UNKNOWN,,MUNDELL 2020
800.0,7,114.0,7,Small (<$10k),"SEIFERT, DONALD F.",Unmarked,OTHER_UNKNOWN,,"SEIFERT, DONALD F."
800.0,8,100.0,8,Small (<$10k),ELECT KATHLEEN STOWE,Unmarked,OTHER_UNKNOWN,,ELECT KATHLEEN STOWE
800.0,8,100.0,8,Small (<$10k),FRIENDS OF MIKE HILGERS INC,Unmarked,OTHER_UNKNOWN,,FRIENDS OF MIKE HILGERS INC
800.0,7,114.0,7,Small (<$10k),ANTHONY TSONIS,Unmarked,OTHER_UNKNOWN,,ANTHONY TSONIS
800.0,5,160.0,5,Small (<$10k),CITIZENS FOR ELIZABETH VONAU,Unmarked,OTHER_UNKNOWN,,CITIZENS FOR ELIZABETH VONAU
800.0,3,267.0,3,Small (<$10k),COMMITTEE TO ELECT KERI INGLE,Unmarked,OTHER_UNKNOWN,,COMMITTEE TO ELECT KERI INGLE
800.0,6,133.0,6,Small (<$10k),MARNA SANFORD FOR ALASKA,Unmarked,OTHER_UNKNOWN,,MARNA SANFORD FOR ALASKA
800.0,2,400.0,2,Small (<$10k),MCDERMOTT COMMITTEE,Unmarked,OTHER_UNKNOWN,,MCDERMOTT COMMITTEE
800.0,1,800.0,1,Small (<$10k),CITIZENS FOR JULIE A SCHAFER,Unmarked,OTHER_UNKNOWN,,CITIZENS FOR JULIE A SCHAFER
800.0,2,400.0,2,Small (<$10k),COMPASSION & CHOICES,Unmarked,OTHER_UNKNOWN,,COMPASSION & CHOICES
800.0,2,400.0,2,Small (<$10k),CAMPAIGN FUND OF WILL BARNETT,Unmarked,OTHER_UNKNOWN,,CAMPAIGN FUND OF WILL BARNETT
800.0,6,133.0,6,Small (<$10k),TRICIA ZUNKER FOR WISCONSIN,Unmarked,OTHER_UNKNOWN,,TRICIA ZUNKER FOR WISCONSIN
800.0,5,160.0,5,Small (<$10k),SAN JOSE TEACHERS ASSOCIATION POLITICAL ACTION COMMITTEE,Unmarked,OTHER_UNKNOWN,,SAN JOSE TEACHERS ASSOCIATION POLITICAL ACTION COMMITTEE
800.0,2,400.0,2,Small (<$10k),GARRETT WESTHOVEN FOR OHIO,Unmarked,OTHER_UNKNOWN,,GARRETT WESTHOVEN FOR OHIO
800.0,2,400.0,2,Small (<$10k),VOTEBRIZZI,Unmarked,OTHER_UNKNOWN,,VOTEBRIZZI
800.0,2,400.0,2,Small (<$10k),TRENT CHRISTENSEN FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,TRENT CHRISTENSEN FOR CONGRESS
800.0,6,133.0,6,Small (<$10k),MARTIN LOONEY FOR STATE SENATE,Unmarked,OTHER_UNKNOWN,,MARTIN LOONEY FOR STATE SENATE
800.0,1,800.0,1,Small (<$10k),ROITHMAYR FOR ASSEMBLY,Unmarked,OTHER_UNKNOWN,,ROITHMAYR FOR ASSEMBLY
800.0,1,800.0,1,Small (<$10k),OUR ARIZONA VALUES,Unmarked,OTHER_UNKNOWN,,OUR ARIZONA VALUES
800.0,1,800.0,1,Small (<$10k),"The Philadelphia Inquirer, PBC",Unmarked,OTHER_UNKNOWN,,"The Philadelphia Inquirer, PBC"
800.0,5,160.0,5,Small (<$10k),PADDY SIZEMORE FOR REPRESENTATIVE,Unmarked,OTHER_UNKNOWN,,PADDY SIZEMORE FOR REPRESENTATIVE
800.0,2,400.0,2,Small (<$10k),DAN FLYNN CAMPAIGN,Unmarked,OTHER_UNKNOWN,,DAN FLYNN CAMPAIGN
800.0,3,267.0,3,Small (<$10k),NISHA FOR CONGRESS,Unmarked,OTHER_UNKNOWN,,NISHA FOR CONGRESS
800.0,2,400.0,2,Small (<$10k),TIFFANY ROBERTS,Unmarked,OTHER_UNKNOWN,,TIFFANY ROBERTS
